Away,AP1,AP2,AP3,AOT1,Away_Final,Home,HP1,HP2,HP3,HOT1,Home_Final,Date,P1M,P2M,P3M,FinalMargin,FinalTotal,HomeMargin,Season,OT_Flag,Weekday,TravelDist,Playoffs
Penguins,3,0,3,0,6,Flyers,0,1,1,0,2,20220106,3,2,4,4,8,-4,2021,0,3,257,0
Flames,1,1,1,0,3,Hurricanes,1,3,2,0,6,20220107,0,2,3,3,9,3,2021,0,4,2038,0
Capitals,1,0,0,0,1,Blues,1,3,1,0,5,20220107,0,3,4,4,6,4,2021,0,4,708,0
Red Wings,0,0,0,0,0,Kings,2,1,1,0,4,20220108,2,3,4,4,4,4,2021,0,5,1979,0
Rangers,0,1,3,0,4,Ducks,0,1,0,0,1,20220108,0,0,3,3,5,-3,2021,0,5,2445,0
Blackhawks,0,2,0,0,2,Golden Knights,1,0,0,0,1,20220108,-1,1,1,1,3,-1,2021,0,5,1519,0
Predators,3,0,1,0,4,Coyotes,0,0,2,0,2,20220108,3,3,2,2,6,-2,2021,0,5,1442,0
Capitals,0,2,0,0,2,Wild,0,1,1,1,3,20220108,0,-1,0,1,5,1,2021,1,5,931,0
Maple Leafs,3,1,0,0,4,Avalanche,1,1,2,1,5,20220108,-2,-2,0,1,9,1,2021,1,5,1341,0
Panthers,2,1,0,1,4,Hurricanes,1,1,1,0,3,20220108,1,1,0,1,7,-1,2021,1,5,696,0
Sharks,0,0,2,1,3,Flyers,0,0,2,0,2,20220108,0,0,0,1,5,-1,2021,1,5,2499,0
Bruins,2,2,1,0,5,Lightning,0,0,2,0,2,20220108,2,4,3,3,7,-3,2021,0,5,1183,0
Penguins,2,0,0,0,2,Stars,0,1,2,0,3,20220108,-2,-1,1,1,5,1,2021,0,5,1069,0
Devils,2,1,0,0,3,Blue Jackets,2,1,1,0,4,20220108,0,0,1,1,7,1,2021,0,5,467,0
Stars,0,1,0,0,1,Blues,0,0,2,0,2,20220109,0,-1,1,1,3,1,2021,0,6,547,0
Red Wings,0,2,1,0,3,Ducks,1,1,1,1,4,20220109,1,0,0,1,7,1,2021,1,6,1979,0
Bruins,2,4,1,0,7,Capitals,2,1,0,0,3,20220110,0,3,4,4,10,-4,2021,0,0,394,0
Kraken,1,2,0,0,3,Avalanche,1,1,2,0,4,20220110,0,-1,1,1,7,1,2021,0,0,1019,0
Rangers,0,0,1,0,1,Kings,0,2,1,0,3,20220110,0,2,2,2,4,2,2021,0,0,2445,0
Penguins,1,2,1,0,4,Ducks,0,1,0,0,1,20220111,1,2,3,3,5,-3,2021,0,1,2132,0
Red Wings,0,1,1,0,2,Sharks,1,0,1,1,3,20220111,1,0,0,1,5,1,2021,1,1,2071,0
Maple Leafs,1,2,0,1,4,Golden Knights,1,0,2,0,3,20220111,0,2,0,1,7,-1,2021,1,1,1946,0
Avalanche,0,2,2,0,4,Predators,2,1,1,1,5,20220111,2,1,0,1,9,1,2021,1,1,1019,0
Blackhawks,1,1,2,0,4,Blue Jackets,1,0,1,0,2,20220111,0,1,2,2,6,-2,2021,0,1,275,0
Canucks,1,0,1,0,2,Panthers,2,3,0,0,5,20220111,1,4,3,3,7,3,2021,0,1,2803,0
Lightning,2,3,1,0,6,Sabres,0,0,1,0,1,20220111,2,5,5,5,7,-5,2021,0,1,1051,0
Canadiens,0,1,0,0,1,Bruins,3,1,1,0,5,20220112,3,3,4,4,6,4,2021,0,2,270,0
Kraken,1,1,0,0,2,Stars,3,1,1,0,5,20220112,2,2,3,3,7,3,2021,0,2,1679,0
Maple Leafs,0,0,1,0,1,Coyotes,1,0,1,0,2,20220112,1,1,1,1,3,1,2021,0,2,1885,0
Rangers,1,0,2,0,3,Sharks,0,0,0,0,0,20220113,1,1,3,3,3,-3,2021,0,3,2549,0
Penguins,1,0,1,0,2,Kings,1,1,4,0,6,20220113,0,1,4,4,8,4,2021,0,3,2132,0
Senators,2,1,1,0,4,Flames,0,0,1,0,1,20220113,2,3,3,3,5,-3,2021,0,3,1773,0
Canadiens,0,2,0,0,2,Blackhawks,1,0,1,1,3,20220113,1,-1,0,1,5,1,2021,1,3,732,0
Kraken,1,0,0,0,1,Blues,0,0,2,0,2,20220113,-1,-1,1,1,3,1,2021,0,3,1720,0
Sabres,1,1,2,0,4,Predators,0,1,0,0,1,20220113,1,1,3,3,5,-3,2021,0,3,626,0
Jets,1,1,1,0,3,Red Wings,0,0,0,0,0,20220113,1,2,3,3,3,-3,2021,0,3,855,0
Blue Jackets,1,1,4,0,6,Hurricanes,0,0,0,0,0,20220113,1,2,6,6,6,-6,2021,0,3,374,0
Canucks,1,0,1,0,2,Lightning,2,0,2,0,4,20220113,1,1,2,2,6,2,2021,0,3,2598,0
Flyers,0,2,0,0,2,Bruins,2,1,0,0,3,20220113,2,1,1,1,5,1,2021,0,3,270,0
Devils,1,0,1,0,2,Islanders,1,1,1,0,3,20220113,0,1,1,1,5,1,2021,0,3,8,0
Stars,0,0,1,0,1,Panthers,2,4,1,0,7,20220114,2,6,6,6,8,6,2021,0,4,1110,0
Ducks,1,0,2,0,3,Wild,3,0,4,0,7,20220114,2,2,4,4,10,4,2021,0,4,1521,0
Coyotes,1,1,1,0,3,Avalanche,2,0,1,1,4,20220114,1,0,0,1,7,1,2021,1,4,585,0
Ducks,0,0,0,0,0,Blackhawks,0,1,2,0,3,20220115,0,1,3,3,3,3,2021,0,5,1741,0
Penguins,1,0,0,1,2,Sharks,1,0,0,0,1,20220115,0,0,0,1,3,-1,2021,1,5,2242,0
Senators,1,0,5,0,6,Oilers,1,2,1,0,4,20220115,0,-2,2,2,10,-2,2021,0,5,1754,0
Kings,1,1,1,0,3,Kraken,0,1,0,0,1,20220115,1,1,2,2,4,-2,2021,0,5,960,0
Avalanche,1,3,1,0,5,Coyotes,0,0,0,0,0,20220115,1,4,5,5,5,-5,2021,0,5,585,0
Maple Leafs,3,1,2,0,6,Blues,1,3,1,0,5,20220115,2,0,1,1,11,-1,2021,0,5,659,0
Capitals,1,0,1,0,2,Islanders,0,0,0,0,0,20220115,1,1,2,2,2,-2,2021,0,5,204,0
Stars,1,0,0,0,1,Lightning,1,0,2,0,3,20220115,0,0,2,2,4,2,2021,0,5,916,0
Sabres,0,0,0,0,0,Red Wings,2,0,2,0,4,20220115,2,2,4,4,4,4,2021,0,5,215,0
Blue Jackets,0,0,2,0,2,Panthers,4,2,3,0,9,20220115,4,6,7,7,11,7,2021,0,5,993,0
Canucks,1,0,0,0,1,Hurricanes,1,2,1,0,4,20220115,0,2,3,3,5,3,2021,0,5,2409,0
Predators,1,1,1,0,3,Bruins,2,0,1,1,4,20220115,1,0,0,1,7,1,2021,1,5,941,0
Rangers,1,0,2,0,3,Flyers,1,0,1,0,2,20220115,0,0,1,1,5,-1,2021,0,5,80,0
Canucks,0,3,1,0,4,Capitals,1,0,1,0,2,20220116,-1,2,2,2,6,-2,2021,0,6,2359,0
Penguins,0,2,3,0,5,Golden Knights,3,0,0,0,3,20220117,-3,-1,2,2,8,-2,2021,0,0,1915,0
Predators,2,0,1,0,3,Blues,2,2,1,0,5,20220117,0,2,2,2,8,2,2021,0,0,253,0
Flyers,0,1,0,0,1,Islanders,0,2,2,0,4,20220117,0,1,3,3,5,3,2021,0,0,80,0
Blackhawks,0,2,0,0,2,Kraken,0,1,1,1,3,20220117,0,-1,0,1,5,1,2021,1,0,1732,0
Canadiens,1,1,0,0,2,Coyotes,2,2,1,0,5,20220117,1,2,3,3,7,3,2021,0,0,2175,0
Wild,0,1,2,0,3,Avalanche,2,0,1,1,4,20220117,2,1,0,1,7,1,2021,1,0,698,0
Red Wings,0,0,2,1,3,Sabres,1,0,1,0,2,20220117,-1,-1,0,1,5,-1,2021,1,0,215,0
Kings,1,0,1,0,2,Sharks,4,2,0,0,6,20220117,3,5,4,4,8,4,2021,0,0,305,0
Canadiens,0,2,3,0,5,Stars,0,1,2,0,3,20220118,0,1,2,2,8,-2,2021,0,1,1505,0
Panthers,0,1,0,0,1,Flames,2,1,2,0,5,20220118,2,2,4,4,6,4,2021,0,1,2493,0
Lightning,1,2,3,0,6,Kings,0,3,1,0,4,20220118,1,0,2,2,10,-2,2021,0,1,2149,0
Canucks,0,1,2,0,3,Predators,0,1,0,0,1,20220118,0,0,2,2,4,-2,2021,0,1,2030,0
Sabres,1,0,2,0,3,Senators,0,1,0,0,1,20220118,1,0,2,2,4,-2,2021,0,1,219,0
Jets,2,0,1,0,3,Capitals,1,1,1,1,4,20220118,-1,0,0,1,7,1,2021,1,1,1247,0
Hurricanes,5,0,2,0,7,Bruins,1,0,0,0,1,20220118,4,4,6,6,8,-6,2021,0,1,609,0
Islanders,1,1,1,1,4,Flyers,1,1,1,0,3,20220118,0,0,0,1,7,-1,2021,1,1,80,0
Coyotes,0,3,1,0,4,Devils,1,0,0,0,1,20220119,-1,2,3,3,5,-3,2021,0,2,2131,0
Maple Leafs,3,0,0,0,3,Rangers,1,2,3,0,6,20220119,-2,0,3,3,9,3,2021,0,2,341,0
Avalanche,0,1,1,0,2,Ducks,0,0,0,0,0,20220119,0,1,2,2,2,-2,2021,0,2,830,0
Sharks,1,0,1,0,2,Kraken,0,2,1,0,3,20220120,-1,1,1,1,5,1,2021,0,3,709,0
Canadiens,1,1,1,0,3,Golden Knights,1,1,1,1,4,20220120,0,0,0,1,7,1,2021,1,3,2221,0
Avalanche,1,1,2,0,4,Kings,0,1,0,0,1,20220120,1,1,3,3,5,-3,2021,0,3,830,0
Panthers,0,2,4,0,6,Oilers,0,0,0,0,0,20220120,0,2,6,6,6,-6,2021,0,3,2569,0
Blue Jackets,0,1,1,0,2,Flyers,0,0,1,0,1,20220120,0,1,1,1,3,-1,2021,0,3,414,0
Senators,1,0,3,0,4,Penguins,3,2,1,0,6,20220120,2,4,2,2,10,2,2021,0,3,392,0
Stars,1,2,2,0,5,Sabres,2,2,0,0,4,20220120,-1,-1,1,1,9,-1,2021,0,3,1197,0
Capitals,1,1,1,0,3,Bruins,1,1,2,0,4,20220120,0,0,1,1,7,1,2021,0,3,394,0
Jets,0,1,1,0,2,Predators,3,1,1,0,5,20220120,3,3,3,3,7,3,2021,0,3,1084,0
Blues,2,0,3,0,5,Kraken,0,0,0,0,0,20220121,2,2,5,5,5,-5,2021,0,4,1720,0
Lightning,0,0,1,0,1,Ducks,2,1,2,0,5,20220121,2,3,4,4,6,4,2021,0,4,2149,0
Wild,3,2,0,0,5,Blackhawks,0,0,1,0,1,20220121,3,5,4,4,6,-4,2021,0,4,355,0
Panthers,0,0,1,1,2,Canucks,1,0,0,0,1,20220121,-1,-1,0,1,3,-1,2021,1,4,2803,0
Stars,1,2,1,1,5,Red Wings,1,2,1,0,4,20220121,0,0,0,1,9,-1,2021,1,4,999,0
Penguins,2,0,3,0,5,Blue Jackets,2,0,0,0,2,20220121,0,0,3,3,7,-3,2021,0,4,161,0
Rangers,0,1,2,0,3,Hurricanes,2,3,1,0,6,20220121,2,4,3,3,9,3,2021,0,4,423,0
Coyotes,0,0,0,0,0,Islanders,2,0,2,0,4,20220121,2,2,4,4,4,4,2021,0,4,2139,0
Lightning,4,1,2,0,7,Sharks,1,0,0,0,1,20220122,3,4,6,6,8,-6,2021,0,5,2365,0
Flames,2,1,0,0,3,Oilers,0,3,2,0,5,20220122,-2,0,2,2,8,2,2021,0,5,171,0
Blackhawks,2,0,1,0,3,Wild,1,0,2,1,4,20220122,-1,-1,0,1,7,1,2021,1,5,355,0
Maple Leafs,2,1,0,0,3,Islanders,1,0,0,0,1,20220122,1,2,2,2,4,-2,2021,0,5,341,0
Canadiens,0,1,1,0,2,Avalanche,1,1,0,1,3,20220122,1,1,0,1,5,1,2021,1,5,1618,0
Red Wings,0,1,0,0,1,Predators,0,2,2,0,4,20220122,0,1,3,3,5,3,2021,0,5,470,0
Coyotes,2,1,0,0,3,Rangers,1,4,2,0,7,20220122,-1,2,4,4,10,4,2021,0,5,2139,0
Hurricanes,2,2,0,0,4,Devils,2,3,2,0,7,20220122,0,1,3,3,11,3,2021,0,5,419,0
Jets,2,0,0,0,2,Bruins,1,1,1,0,3,20220122,-1,0,1,1,5,1,2021,0,5,1349,0
Flyers,2,0,1,0,3,Sabres,4,1,1,0,6,20220122,2,3,3,3,9,3,2021,0,5,279,0
Senators,1,1,0,0,2,Capitals,0,0,2,1,3,20220122,-1,-2,0,1,5,1,2021,1,5,446,0
Jets,1,1,0,0,2,Penguins,0,0,2,1,3,20220123,-1,-2,0,1,5,1,2021,1,6,1060,0
Senators,1,1,0,0,2,Blue Jackets,1,0,0,0,1,20220123,0,1,1,1,3,-1,2021,0,6,512,0
Kings,1,1,1,0,3,Devils,2,0,0,0,2,20220123,-1,0,1,1,5,-1,2021,0,6,2436,0
Panthers,1,2,0,0,3,Kraken,0,3,2,0,5,20220123,-1,0,2,2,8,2,2021,0,6,2730,0
Blues,1,2,0,0,3,Canucks,1,0,0,0,1,20220123,0,2,2,2,4,-2,2021,0,6,1778,0
Blues,1,0,0,0,1,Flames,3,4,0,0,7,20220124,2,6,6,6,8,6,2021,0,0,1440,0
Blackhawks,0,0,0,0,0,Avalanche,0,1,1,0,2,20220124,0,1,2,2,2,2,2021,0,0,916,0
Golden Knights,0,1,0,0,1,Capitals,0,0,0,0,0,20220124,0,1,1,1,1,-1,2021,0,0,2080,0
Canadiens,1,0,1,0,2,Wild,2,3,3,0,8,20220124,1,4,6,6,10,6,2021,0,0,938,0
Kings,0,2,0,0,2,Rangers,1,0,1,1,3,20220124,1,-1,0,1,5,1,2021,1,0,2445,0
Stars,1,0,2,0,3,Flyers,0,1,0,0,1,20220124,1,0,2,2,4,-2,2021,0,0,1297,0
Ducks,1,2,2,0,5,Bruins,0,2,1,0,3,20220124,1,1,2,2,8,-2,2021,0,0,2590,0
Predators,1,2,1,0,4,Kraken,1,1,0,0,2,20220125,0,1,2,2,6,-2,2021,0,1,1970,0
Panthers,3,1,1,0,5,Jets,2,1,0,0,3,20220125,1,1,2,2,8,-2,2021,0,1,1899,0
Flyers,2,0,1,0,3,Islanders,2,1,1,0,4,20220125,0,1,1,1,7,1,2021,0,1,80,0
Oilers,0,0,2,1,3,Canucks,0,2,0,0,2,20220125,0,-2,0,1,5,-1,2021,1,1,514,0
Coyotes,0,2,1,0,3,Penguins,0,2,4,0,6,20220125,0,0,3,3,9,3,2021,0,1,1824,0
Stars,3,1,1,0,5,Devils,0,1,0,0,1,20220125,3,3,4,4,6,-4,2021,0,1,1362,0
Sabres,0,0,0,0,0,Senators,3,1,1,0,5,20220125,3,4,5,5,5,5,2021,0,1,219,0
Golden Knights,0,1,2,0,3,Hurricanes,0,2,1,1,4,20220125,0,1,0,1,7,1,2021,1,1,2028,0
Ducks,1,1,1,0,3,Maple Leafs,2,1,0,1,4,20220126,1,1,0,1,7,1,2021,1,2,2170,0
Sharks,1,1,2,0,4,Capitals,0,0,1,0,1,20220126,1,2,3,3,5,-3,2021,0,2,2416,0
Flames,1,2,3,0,6,Blue Jackets,0,0,0,0,0,20220126,1,3,6,6,6,-6,2021,0,2,1670,0
Blackhawks,4,0,4,0,8,Red Wings,0,3,2,0,5,20220126,4,1,3,3,13,-3,2021,0,2,238,0
Bruins,0,3,0,0,3,Avalanche,1,0,2,1,4,20220126,1,-2,0,1,7,1,2021,1,2,1765,0
Kraken,0,0,1,1,2,Penguins,0,0,1,0,1,20220127,0,0,0,1,3,-1,2021,1,3,2132,0
Canucks,1,2,2,0,5,Jets,1,0,0,0,1,20220127,0,2,4,4,6,-4,2021,0,3,1157,0
Flames,1,0,0,0,1,Blues,2,1,2,0,5,20220127,1,2,4,4,6,4,2021,0,3,1440,0
Predators,1,1,0,0,2,Oilers,1,1,0,1,3,20220127,0,0,0,1,5,1,2021,1,3,1758,0
Kings,1,1,1,0,3,Islanders,0,0,2,0,2,20220127,1,2,1,1,5,-1,2021,0,3,2445,0
Devils,1,0,1,0,2,Lightning,0,2,1,0,3,20220127,-1,1,1,1,5,1,2021,0,3,1000,0
Hurricanes,0,1,1,1,3,Senators,0,1,1,0,2,20220127,0,0,0,1,5,-1,2021,1,3,673,0
Ducks,3,2,0,0,5,Canadiens,0,2,2,0,4,20220127,3,3,1,1,9,-1,2021,0,3,2448,0
Rangers,2,0,1,0,3,Blue Jackets,2,2,1,0,5,20220127,0,2,2,2,8,2,2021,0,3,476,0
Golden Knights,1,0,0,0,1,Panthers,1,1,2,0,4,20220127,0,1,3,3,5,3,2021,0,3,2177,0
Red Wings,1,1,0,1,3,Penguins,0,1,1,0,2,20220128,1,1,0,1,5,-1,2021,1,4,205,0
Wild,0,2,1,0,3,Rangers,2,0,0,0,2,20220128,-2,0,1,1,5,-1,2021,0,4,1016,0
Avalanche,0,2,4,0,6,Blackhawks,0,0,4,0,4,20220128,0,2,2,2,10,-2,2021,0,4,916,0
Capitals,3,2,0,0,5,Stars,0,0,0,0,0,20220128,3,5,5,5,5,-5,2021,0,4,1181,0
Bruins,1,1,0,0,2,Coyotes,1,0,0,0,1,20220128,0,1,1,1,3,-1,2021,0,4,2295,0
Canucks,0,0,0,0,0,Flames,0,0,0,1,1,20220129,0,0,0,1,1,1,2021,1,5,426,0
Sabres,2,1,0,0,3,Coyotes,0,0,1,0,1,20220129,2,3,2,2,4,-2,2021,0,5,1902,0
Devils,1,0,0,0,1,Hurricanes,2,0,0,0,2,20220129,1,1,1,1,3,1,2021,0,5,419,0
Golden Knights,1,1,0,1,3,Lightning,0,0,2,0,2,20220129,1,2,0,1,5,-1,2021,1,5,1985,0
Maple Leafs,1,1,5,0,7,Red Wings,1,3,0,0,4,20220129,0,-2,3,3,11,-3,2021,0,5,205,0
Kings,0,1,2,0,3,Flyers,1,1,1,1,4,20220129,1,1,0,1,7,1,2021,1,5,2388,0
Sharks,2,1,1,0,4,Panthers,1,0,3,1,5,20220129,-1,-2,0,1,9,1,2021,1,5,2558,0
Jets,1,2,1,0,4,Blues,1,0,0,0,1,20220129,0,2,3,3,5,-3,2021,0,5,853,0
Ducks,1,0,1,0,2,Senators,1,0,0,0,1,20220129,0,0,1,1,3,-1,2021,0,5,2345,0
Oilers,3,3,1,0,7,Canadiens,0,2,0,0,2,20220129,3,4,5,5,9,-5,2021,0,5,1826,0
Bruins,0,0,1,0,1,Stars,2,2,2,0,6,20220130,2,4,5,5,7,5,2021,0,6,1548,0
Sabres,0,1,0,0,1,Avalanche,1,2,1,0,4,20220130,1,2,3,3,5,3,2021,0,6,1366,0
Blue Jackets,4,0,2,0,6,Canadiens,1,1,1,0,3,20220130,3,2,3,3,9,-3,2021,0,6,605,0
Wild,2,1,1,0,4,Islanders,1,1,1,0,3,20220130,1,1,1,1,7,-1,2021,0,6,1016,0
Kings,0,3,1,0,4,Penguins,0,1,2,0,3,20220130,0,2,1,1,7,-1,2021,0,6,2132,0
Sharks,0,0,1,0,1,Hurricanes,1,0,1,0,2,20220130,1,1,1,1,3,1,2021,0,6,2382,0
Kraken,0,1,1,0,2,Rangers,1,1,1,0,3,20220130,1,1,1,1,5,1,2021,0,6,2401,0
Panthers,4,3,1,0,8,Blue Jackets,2,2,0,0,4,20220131,2,3,4,4,12,-4,2021,0,0,993,0
Oilers,1,0,1,0,2,Senators,1,1,0,1,3,20220131,0,1,0,1,5,1,2021,1,0,1754,0
Ducks,0,1,0,0,1,Red Wings,1,0,0,1,2,20220131,1,0,0,1,3,1,2021,1,0,1979,0
Canucks,1,1,1,0,3,Blackhawks,0,0,1,0,1,20220131,1,2,2,2,4,-2,2021,0,0,1775,0
Devils,3,1,0,0,4,Maple Leafs,2,0,4,0,6,20220131,-1,-2,2,2,10,2,2021,0,0,333,0
Sabres,0,1,1,0,2,Golden Knights,2,2,1,0,5,20220201,2,3,3,3,7,3,2021,0,1,1970,0
Coyotes,0,1,1,1,3,Avalanche,0,2,0,0,2,20220201,0,-1,0,1,5,-1,2021,1,1,585,0
Flames,1,0,3,0,4,Stars,2,1,0,0,3,20220201,-1,-2,1,1,7,-1,2021,0,1,1536,0
Canucks,2,0,0,0,2,Predators,2,1,1,0,4,20220201,0,1,2,2,6,2,2021,0,1,2030,0
Senators,1,0,0,0,1,Islanders,1,2,1,0,4,20220201,0,2,3,3,5,3,2021,0,1,334,0
Maple Leafs,4,2,1,0,7,Devils,0,0,1,0,1,20220201,4,6,6,6,8,-6,2021,0,1,333,0
Jets,1,0,0,0,1,Flyers,0,1,2,0,3,20220201,-1,0,2,2,4,2,2021,0,1,1273,0
Panthers,1,1,0,0,2,Rangers,1,2,2,0,5,20220201,0,1,3,3,7,3,2021,0,1,1091,0
Sharks,0,1,1,0,2,Lightning,0,2,0,1,3,20220201,0,1,0,1,5,1,2021,1,1,2365,0
Kraken,0,0,2,0,2,Bruins,0,2,1,0,3,20220201,0,2,1,1,5,1,2021,0,1,2485,0
Capitals,2,1,0,1,4,Penguins,2,1,0,0,3,20220201,0,0,0,1,7,-1,2021,1,1,190,0
Flames,2,1,1,0,4,Coyotes,1,1,0,0,2,20220202,1,1,2,2,6,-2,2021,0,2,1224,0
Wild,0,3,2,0,5,Blackhawks,0,0,0,0,0,20220202,0,3,5,5,5,-5,2021,0,2,355,0
Oilers,3,0,2,0,5,Capitals,1,1,1,0,3,20220202,2,1,2,2,8,-2,2021,0,2,1985,0
Kraken,0,0,3,0,3,Islanders,0,0,0,0,0,20220202,0,0,3,3,3,-3,2021,0,2,2401,0
Kings,0,2,3,0,5,Red Wings,1,0,2,0,3,20220202,-1,1,2,2,8,-2,2021,0,2,1979,0
Hurricanes,1,0,2,0,3,Maple Leafs,0,2,1,1,4,20220207,-1,1,0,1,7,1,2021,1,0,544,0
Devils,1,0,0,0,1,Senators,1,2,1,0,4,20220207,0,2,3,3,5,3,2021,0,0,330,0
Golden Knights,2,1,1,0,4,Oilers,0,0,0,0,0,20220208,2,3,4,4,4,-4,2021,0,1,1204,0
Coyotes,0,1,0,0,1,Canucks,0,3,2,0,5,20220208,0,2,4,4,6,4,2021,0,1,1228,0
Blue Jackets,0,3,2,0,5,Capitals,1,2,1,0,4,20220208,-1,0,1,1,9,-1,2021,0,1,326,0
Wild,0,0,0,0,0,Jets,1,0,1,0,2,20220208,1,1,2,2,2,2,2021,0,1,388,0
Penguins,0,3,1,0,4,Bruins,2,0,0,0,2,20220208,-2,1,2,2,6,-2,2021,0,1,481,0
Hurricanes,0,0,3,0,3,Senators,2,2,0,0,4,20220208,2,4,1,1,7,1,2021,0,1,673,0
Devils,2,3,2,0,7,Canadiens,0,1,0,0,1,20220208,2,4,6,6,8,-6,2021,0,1,342,0
Coyotes,1,1,3,0,5,Kraken,0,0,2,0,2,20220209,1,2,3,3,7,-3,2021,0,2,1114,0
Red Wings,2,2,2,0,6,Flyers,2,1,0,0,3,20220209,0,1,3,3,9,-3,2021,0,2,441,0
Predators,1,2,0,0,3,Stars,1,2,1,0,4,20220209,0,0,1,1,7,1,2021,0,2,616,0
Blackhawks,2,0,2,0,4,Oilers,0,1,0,0,1,20220209,2,1,3,3,5,-3,2021,0,2,1437,0
Golden Knights,0,0,0,0,0,Flames,3,1,2,0,6,20220209,3,4,6,6,6,6,2021,0,2,1033,0
Islanders,5,0,1,0,6,Canucks,1,2,0,0,3,20220209,4,2,3,3,9,-3,2021,0,2,2429,0
Maple Leafs,0,1,1,0,2,Flames,0,4,1,0,5,20220210,0,3,3,3,7,3,2021,0,3,1682,0
Lightning,1,1,0,0,2,Avalanche,2,1,0,0,3,20220210,1,1,1,1,5,1,2021,0,3,1521,0
Devils,2,0,5,0,7,Blues,1,2,1,0,4,20220210,1,-1,3,3,11,-3,2021,0,3,863,0
Penguins,0,1,1,0,2,Senators,0,0,0,0,0,20220210,0,1,2,2,2,-2,2021,0,3,392,0
Hurricanes,1,3,2,0,6,Bruins,0,0,0,0,0,20220210,1,4,6,6,6,-6,2021,0,3,609,0
Blue Jackets,1,0,2,1,4,Sabres,0,2,1,0,3,20220210,1,-1,0,1,7,-1,2021,1,3,293,0
Capitals,2,2,1,0,5,Canadiens,0,2,0,0,2,20220210,2,2,3,3,7,-3,2021,0,3,495,0
Jets,0,2,1,0,3,Stars,0,2,1,1,4,20220211,0,0,0,1,7,1,2021,1,4,1183,0
Islanders,0,1,0,0,1,Oilers,1,1,1,0,3,20220211,1,1,2,2,4,2,2021,0,4,2024,0
Lightning,2,0,2,0,4,Coyotes,1,0,2,0,3,20220211,1,1,1,1,7,-1,2021,0,4,1793,0
Kraken,2,1,1,0,4,Ducks,1,2,0,0,3,20220211,1,0,1,1,7,-1,2021,0,4,960,0
Maple Leafs,0,2,0,0,2,Canucks,2,1,0,0,3,20220212,2,1,1,1,5,1,2021,0,5,2090,0
Flyers,0,1,1,0,2,Red Wings,1,1,2,0,4,20220212,1,1,2,2,6,2,2021,0,5,441,0
Bruins,2,0,0,0,2,Senators,0,0,0,0,0,20220212,2,2,2,2,2,-2,2021,0,5,320,0
Blue Jackets,1,0,1,0,2,Canadiens,0,0,1,0,1,20220212,1,1,1,1,3,-1,2021,0,5,605,0
Jets,1,1,3,0,5,Predators,2,0,0,0,2,20220212,-1,0,3,3,7,-3,2021,0,5,1084,0
Hurricanes,0,0,2,0,2,Wild,0,1,2,0,3,20220212,0,1,1,1,5,1,2021,0,5,995,0
Blackhawks,0,1,0,0,1,Blues,2,1,2,0,5,20220212,2,2,4,4,6,4,2021,0,5,260,0
Islanders,1,1,0,0,2,Flames,2,1,2,0,5,20220212,1,1,3,3,7,3,2021,0,5,2023,0
Penguins,0,1,3,0,4,Devils,0,1,1,0,2,20220213,0,0,2,2,6,-2,2021,0,6,306,0
Avalanche,2,0,2,0,4,Stars,0,0,0,0,0,20220213,2,2,4,4,4,-4,2021,0,6,661,0
Sabres,1,2,2,0,5,Canadiens,0,3,0,0,3,20220213,1,0,2,2,8,-2,2021,0,6,311,0
Senators,2,1,1,0,4,Capitals,0,1,0,0,1,20220213,2,2,3,3,5,-3,2021,0,6,446,0
Oilers,2,0,1,0,3,Sharks,0,0,0,0,0,20220214,2,2,3,3,3,-3,2021,0,0,1190,0
Maple Leafs,3,1,2,0,6,Kraken,1,0,1,0,2,20220214,2,3,4,4,8,-4,2021,0,0,2066,0
Red Wings,2,0,2,0,4,Wild,2,2,3,0,7,20220214,0,2,3,3,11,3,2021,0,0,542,0
Blackhawks,0,1,2,0,3,Jets,0,0,1,0,1,20220214,0,1,2,2,4,-2,2021,0,0,722,0
Blues,1,2,2,0,5,Senators,1,1,0,0,2,20220215,0,1,3,3,7,-3,2021,0,1,860,0
Lightning,1,2,3,0,6,Devils,2,1,0,0,3,20220215,-1,0,3,3,9,-3,2021,0,1,1000,0
Flyers,1,3,0,0,4,Penguins,2,0,2,1,5,20220215,1,-2,0,1,9,1,2021,1,1,257,0
Islanders,1,1,1,0,3,Sabres,1,2,3,0,6,20220215,0,1,3,3,9,3,2021,0,1,292,0
Bruins,1,0,0,0,1,Rangers,0,0,1,1,2,20220215,-1,-1,0,1,3,1,2021,1,1,190,0
Capitals,1,0,3,0,4,Predators,0,0,1,0,1,20220215,1,1,3,3,5,-3,2021,0,1,566,0
Blue Jackets,1,0,1,0,2,Flames,2,2,2,0,6,20220215,1,3,4,4,8,4,2021,0,1,1670,0
Stars,1,2,1,0,4,Avalanche,0,1,0,0,1,20220215,1,2,3,3,5,-3,2021,0,1,661,0
Oilers,0,1,4,0,5,Kings,1,0,1,0,2,20220215,-1,0,3,3,7,-3,2021,0,1,1368,0
Avalanche,0,0,2,0,2,Golden Knights,0,0,0,0,0,20220216,0,0,2,2,2,-2,2021,0,2,604,0
Wild,1,0,2,0,3,Jets,0,2,4,0,6,20220216,-1,1,3,3,9,3,2021,0,2,388,0
Panthers,0,1,1,1,3,Hurricanes,1,0,1,0,2,20220216,-1,0,0,1,5,-1,2021,1,2,696,0
